ensg,symbol,ensembl_symbol,chrom,biotype,mean_cpm,std_cpm,cv,mean_log2cpm,std_log2cpm,frac_expressed,name_class
ENSG00000293187,ENSG00000293187,ENSG00000293187,chr1,lncRNA,1.6129165712659144,1.8206453708863781,1.128790790125881,1.1973959285339475,0.6642030177960087,0.5603985056039851,unnamed
ENSG00000310190,ENSG00000310190,ENSG00000310190,chr1,lncRNA,2.650271065559773,1.6102778517716223,0.6075898698428078,1.728369374468944,0.6388188954962503,0.8617683686176837,unnamed
ENSG00000293188,ENSG00000293188,ENSG00000293188,chr1,lncRNA,12.725450988539757,8.964393188914027,0.7044460111462572,3.4736031541585066,0.9760358755993661,0.9887920298879203,unnamed
ENSG00000290854,ENSG00000290854,ENSG00000290854,chr1,lncRNA,2.3553665923407467,1.148368713084227,0.48755413141144466,1.666227943380843,0.48144846361305227,0.9215442092154421,unnamed
ENSG00000271806,ENSG00000271806,ENSG00000271806,chr1,lncRNA,0.7644926958693361,0.6960284610626081,0.9104448804067715,0.7305791936665896,0.4830057826301268,0.25653798256537985,unnamed
ENSG00000182873,PRKCZ-AS1,PRKCZ-AS1,chr1,lncRNA,5.47196121837703,3.5819556633862017,0.6546018000559954,2.499836986978678,0.7505967452903834,0.9713574097135741,antisense
ENSG00000287356,ENSG00000287356,ENSG00000287356,chr1,lncRNA,0.6523321393035542,0.47131743667735365,0.7225114451367424,0.6758493856427731,0.3614890133574218,0.16687422166874222,unnamed
ENSG00000292993,ENSG00000292993,ENSG00000292993,chr1,lncRNA,0.5823096940682476,0.4572242606940609,0.7851908792720073,0.6124685808340704,0.3637727009594784,0.1444582814445828,unnamed
ENSG00000272449,ENSG00000272449,ENSG00000272449,chr1,lncRNA,3.1801564436535386,1.846277122489324,0.5805617287079812,1.9430587882167571,0.5835444204000381,0.9526774595267746,unnamed
ENSG00000238164,TNFRSF14-AS1,TNFRSF14-AS1,chr1,lncRNA,6.119005670545292,3.79231644130071,0.6197602430008469,2.6506814258746667,0.7140517388554841,0.9975093399750934,antisense
ENSG00000228037,ENSG00000228037,ENSG00000228037,chr1,lncRNA,0.8639418028706641,0.5918882559313249,0.685101998727955,0.8343305898052944,0.4196834116338263,0.3312577833125778,unnamed
ENSG00000238260,ENSG00000238260,ENSG00000238260,chr1,lncRNA,2.7913434375920154,2.1580462894400942,0.7731210213608677,1.7084663684868298,0.7799335265075025,0.7733499377334994,unnamed
ENSG00000293478,GFOD3P,GFOD3P,chr1,lncRNA,7.043390236866363,3.654435045877098,0.5188460276912008,2.8693950028002937,0.636350840353883,0.9987546699875467,named
ENSG00000236423,LINC01134,LINC01134,chr1,lncRNA,0.8465658711322599,0.8406379549480177,0.9929976905679959,0.7621762875640171,0.5727982367946566,0.34744707347447074,LINC
ENSG00000300565,ENSG00000300565,ENSG00000300565,chr1,lncRNA,3.5950306095240734,3.2211234106552666,0.8959933198125658,1.9261550275039236,0.8617417315385717,0.8542963885429639,unnamed
ENSG00000287586,ENSG00000287586,ENSG00000287586,chr1,lncRNA,1.2932465336426404,2.2317942283231016,1.7257299132570556,0.7993130791674501,0.9601325077095108,0.3412204234122042,unnamed
ENSG00000269925,ENSG00000269925,ENSG00000269925,chr1,lncRNA,0.6191383605676947,0.43633737214637985,0.7047493741888281,0.6491956525821568,0.35539531450004813,0.17683686176836863,unnamed
ENSG00000284747,ENSG00000284747,ENSG00000284747,chr1,lncRNA,0.5725035426806495,0.3968309531375323,0.6931502140221517,0.6127323461466544,0.33275622318026804,0.12577833125778332,unnamed
ENSG00000232912,RERE-AS1,RERE-AS1,chr1,lncRNA,3.974606566024108,3.5799233977073652,0.9006988083573882,1.9597293040659183,1.01057854589126,0.7870485678704857,antisense
ENSG00000310107,ENSG00000310107,ENSG00000310107,chr1,lncRNA,0.5166666601639994,0.7060207003249626,1.366491695246716,0.5211391049332116,0.43389600965327735,0.1295143212951432,unnamed
ENSG00000179840,PIK3CD-AS1,PIK3CD-AS1,chr1,lncRNA,5.24064749170527,4.623776516535796,0.8822910764088143,2.2495247341442846,1.0711178518780369,0.8779576587795765,antisense
ENSG00000284735,ENSG00000284735,ENSG00000284735,chr1,lncRNA,0.8133751560704491,0.9565025606405556,1.1759672686114226,0.7298868123515752,0.5631509472847825,0.26774595267745954,unnamed
ENSG00000284642,ENSG00000284642,ENSG00000284642,chr1,lncRNA,2.237087693151998,1.654992296914599,0.7397976851693097,1.5059354613798135,0.7461448171825243,0.6749688667496887,unnamed
ENSG00000272078,ENSG00000272078,ENSG00000272078,chr1,lncRNA,2.995626778701443,2.5578238190367353,0.8538526351889242,1.7476836931646282,0.8262436271138183,0.7808219178082192,unnamed
ENSG00000230337,EXOSC10-AS1,EXOSC10-AS1,chr1,lncRNA,3.115892111433881,2.1918547165049933,0.7034437131060802,1.8609028133396888,0.7115088146676899,0.8816936488169365,antisense
ENSG00000305789,ENSG00000305789,ENSG00000305789,chr1,lncRNA,2.259507992611345,1.8082930787061187,0.8003039089125988,1.5227814413256917,0.7072323014879331,0.7322540473225405,unnamed
ENSG00000285646,ENSG00000285646,ENSG00000285646,chr1,lncRNA,0.6460678132415074,0.509347924359136,0.7883815195862977,0.6609036804916403,0.39584783893017156,0.1843088418430884,unnamed
ENSG00000296888,ENSG00000296888,ENSG00000296888,chr1,lncRNA,3.312813273820897,3.9177583902453756,1.1826076710103113,1.6037829993469508,1.1849202771984257,0.5529265255292652,unnamed
ENSG00000228140,EFHD2-AS1,EFHD2-AS1,chr1,lncRNA,2.3070800527699804,1.4993557862173064,0.6498932641791578,1.582924926207753,0.6446880708884609,0.7895392278953923,antisense
ENSG00000179743,SPEN-AS1,SPEN-AS1,chr1,lncRNA,5.549595467075726,2.6343146395376147,0.47468588569496695,2.5931716249059895,0.5933065109380309,0.9950186799501868,antisense
ENSG00000291077,ENSG00000291077,ENSG00000291077,chr1,lncRNA,1.3187317669212946,1.244606935994264,0.9437908202514284,1.0823968557776036,0.5674110593363141,0.48692403486924035,unnamed
ENSG00000288398,ENSG00000288398,ENSG00000288398,chr1,lncRNA,1.3275111435176796,0.8351440406425872,0.6291051074943123,1.1433667588513279,0.45049349366914365,0.6127023661270237,unnamed
ENSG00000293791,ENSG00000293791,ENSG00000293791,chr1,lncRNA,0.5272555227323016,0.5122229898585288,0.9714890935691438,0.5458420259056924,0.41455296998390667,0.16313823163138233,unnamed
ENSG00000290842,CROCCP3,CROCCP3,chr1,lncRNA,2.0178746358634467,1.2882076433271668,0.6383982535049527,1.484796302685832,0.549562490179167,0.8169364881693649,named
ENSG00000226029,LINC01772,LINC01772,chr1,lncRNA,1.1673604204546788,0.7942148286766083,0.6803509993659603,1.0373387052992025,0.45955772789762056,0.5006226650062267,LINC
ENSG00000291072,ENSG00000291072,ENSG00000291072,chr1,lncRNA,19.442317320268028,12.491655266733979,0.6424982712174853,4.1314436825800405,0.7972550445762978,1.0,unnamed
ENSG00000238142,ENSG00000238142,ENSG00000238142,chr1,lncRNA,0.9968687927578236,0.6692409586611601,0.671343072953176,0.9300156860520542,0.4276259991962323,0.37982565379825656,unnamed
ENSG00000272084,ENSG00000272084,ENSG00000272084,chr1,lncRNA,1.4024127175684364,0.9918293840788565,0.7072307400338845,1.1832374005140975,0.4585842938318949,0.6089663760896638,unnamed
ENSG00000117242,PINK1-AS,PINK1-AS,chr1,lncRNA,2.1820949298304755,0.9124152389837107,0.4181372801478418,1.61297454360345,0.40815458766714713,0.9227895392278954,antisense
ENSG00000231105,ECE1-AS1,ECE1-AS1,chr1,lncRNA,1.5725780332656216,0.7855307179280083,0.4995177989970852,1.3016395754037227,0.4186835929824341,0.775840597758406,antisense
ENSG00000233431,LINC02596,LINC02596,chr1,lncRNA,1.2403720834799215,1.0655794529906788,0.8590804865594412,1.0279222602025058,0.6118939308240512,0.49564134495641343,LINC
ENSG00000305448,ENSG00000305448,ENSG00000305448,chr1,lncRNA,0.7669786901293218,1.0584707717699553,1.3800523865812808,0.667290731840807,0.6033479231481645,0.24408468244084683,unnamed
ENSG00000218510,LINC00339,LINC00339,chr1,lncRNA,0.5668348045836628,0.4643399578314763,0.8191803927292919,0.5948750718259147,0.37784537280724323,0.1432129514321295,LINC
ENSG00000285752,CDC42-AS1,CDC42-AS1,chr1,lncRNA,0.6638611942950904,0.47056813177264606,0.7088351236922513,0.6841271533563332,0.3722029690704291,0.199252801992528,antisense
ENSG00000261326,LINC01355,LINC01355,chr1,lncRNA,1.461086815638676,1.35017294522513,0.9240881039878094,1.1479614927789248,0.6226572843687641,0.5442092154420921,LINC
ENSG00000197880,MDS2,MDS2,chr1,lncRNA,0.7645697465496432,0.7813322907143694,1.0219241530813539,0.7113624092583977,0.5277676227514181,0.24408468244084683,named
ENSG00000236810,ELOA-AS1,ELOA-AS1,chr1,lncRNA,0.8483639765871407,0.386097180867593,0.45510793895423557,0.8567242338896092,0.28907378318374044,0.3163138231631382,antisense
ENSG00000286061,NCMAP-DT,NCMAP-DT,chr1,lncRNA,0.5101229563096215,0.4627662908351197,0.9071661745687869,0.5389359110135666,0.38407963596643496,0.14196762141967623,named
ENSG00000284657,ENSG00000284657,ENSG00000284657,chr1,lncRNA,0.5563531388613848,0.561871378085066,1.0099185909779798,0.5641629813131084,0.4405784870908748,0.1656288916562889,unnamed
ENSG00000233478,ENSG00000233478,ENSG00000233478,chr1,lncRNA,0.5035102088211152,0.7738147640550185,1.5368402675822128,0.4624284920210776,0.54857190025394,0.16687422166874222,unnamed
ENSG00000225891,DHDDS-AS1,DHDDS-AS1,chr1,lncRNA,0.7201987434181889,0.44415177395389394,0.6167072325700989,0.7387006046492623,0.35015751081517854,0.21419676214196762,antisense
ENSG00000304862,ENSG00000304862,ENSG00000304862,chr1,lncRNA,2.918838677619163,1.9627309131451427,0.6724355573998705,1.8194226121650268,0.6456968566359645,0.9090909090909091,unnamed
ENSG00000289554,ENSG00000289554,ENSG00000289554,chr1,lncRNA,0.817567873797723,0.6323688244966941,0.7734756278512362,0.7939078316432162,0.42414458566974295,0.2901618929016189,unnamed
ENSG00000304055,ENSG00000304055,ENSG00000304055,chr1,lncRNA,7.813370368091378,5.148248538513197,0.6589024065130542,2.9127226952550633,0.8069918509650763,1.0,unnamed
ENSG00000289576,ENSG00000289576,ENSG00000289576,chr1,lncRNA,0.8407162368423741,0.7598306298323471,0.903789645702784,0.7874808059964908,0.49258720761710434,0.3013698630136986,unnamed
ENSG00000270605,ENSG00000270605,ENSG00000270605,chr1,lncRNA,3.3445764118354973,1.9016994839660182,0.5685920277487005,1.9970388201778089,0.5878065536664128,0.9564134495641345,unnamed
ENSG00000242125,SNHG3,SNHG3,chr1,lncRNA,17.257244834402545,10.130612907907892,0.5870353584896925,4.007438900443809,0.7128125676463173,1.0,SNHG
ENSG00000197989,SNHG12,SNHG12,chr1,lncRNA,13.087679691808976,10.16117119564964,0.7763921057763269,3.473616191140217,0.992629532245339,1.0,SNHG
ENSG00000186056,MATN1-AS1,MATN1-AS1,chr1,lncRNA,3.0343788091344672,2.7736396490941018,0.9140716514182554,1.7285196237923932,0.8787935951316763,0.7422166874221668,antisense
ENSG00000309098,ENSG00000309098,ENSG00000309098,chr1,lncRNA,3.570600249051806,3.7949427688478647,1.0628304778323012,1.8718363813282062,0.9147633375420334,0.800747198007472,unnamed
ENSG00000269967,ENSG00000269967,ENSG00000269967,chr1,lncRNA,0.42220717963443727,0.5535033621768651,1.3109757220521665,0.4277187118662255,0.45213797528120203,0.12702366127023662,unnamed
ENSG00000287691,ENSG00000287691,ENSG00000287691,chr1,lncRNA,1.474109606780503,1.3596006901323459,0.9223199441062948,1.1369157901887574,0.6730745155155294,0.523038605230386,unnamed
ENSG00000278997,ENSG00000278997,ENSG00000278997,chr1,TEC,0.8656729150562362,0.5032158782939138,0.5813002457876641,0.8511974226245891,0.3699544924369757,0.33250311332503113,unnamed
ENSG00000279179,ENSG00000279179,ENSG00000279179,chr1,TEC,1.0332371046457167,0.6070248519859515,0.5874981156373514,0.9682428859076029,0.39125434102264245,0.43088418430884184,unnamed
ENSG00000225313,ENSG00000225313,ENSG00000225313,chr1,lncRNA,40.636054790486206,29.26149140825101,0.720086916880075,4.96041143697701,1.1910945826023638,1.0,unnamed
ENSG00000293382,GPR199P,GPR199P,chr1,lncRNA,2.0796809987583638,1.1845114533055465,0.5695640119868085,1.528457088353609,0.5145199944303335,0.8443337484433375,named
ENSG00000239636,TFAP2E-AS1,TFAP2E-AS1,chr1,lncRNA,2.068946827720511,1.0686627653170955,0.5165250024789223,1.5349264475366826,0.4873317825662291,0.8655043586550436,antisense
ENSG00000297367,ENSG00000297367,ENSG00000297367,chr1,lncRNA,0.6343683440237152,0.4710264115322727,0.7425124787037984,0.6548647802696826,0.3856424653795448,0.20298879202988793,unnamed
ENSG00000233621,LITATS1,LITATS1,chr1,lncRNA,3.5960386952411136,1.8122511028421282,0.5039576201558691,2.0933289999780613,0.5583979442825362,0.9763387297633873,named
ENSG00000291129,PPIEL,PPIEL,chr1,lncRNA,6.260164703250237,4.530966507383877,0.7237775237816713,2.5998937873473134,0.8726719606170704,0.9663760896637609,named
ENSG00000284719,ENSG00000284719,ENSG00000284719,chr1,lncRNA,0.6008392652964128,0.41467629559992353,0.6901617779512974,0.6408603309739391,0.31938116701073394,0.12079701120797011,unnamed
ENSG00000259943,ZMPSTE24-DT,ZMPSTE24-DT,chr1,lncRNA,1.724463204018341,1.1574377481824787,0.6711872688761461,1.3338118541544466,0.557920349897526,0.7148194271481942,named
ENSG00000296912,ENSG00000296912,ENSG00000296912,chr1,lncRNA,7.743136190247872,8.636899540602375,1.115426531110244,2.648639351776818,1.1370335404745058,0.9439601494396015,unnamed
ENSG00000260920,ENSG00000260920,ENSG00000260920,chr1,lncRNA,0.9590089077589996,0.5402524319446942,0.5633445399450455,0.9192722295833883,0.3790959613020031,0.40722291407222916,unnamed
ENSG00000272145,NFYC-AS1,NFYC-AS1,chr1,lncRNA,0.8444907295798812,0.6035727953565343,0.7147180829999173,0.8173894350442402,0.4236394555985527,0.3150684931506849,antisense
ENSG00000285728,ENSG00000285728,ENSG00000285728,chr1,lncRNA,1.052045931797331,0.8455273821522544,0.80369816240603,0.9390458341505268,0.5117568858621359,0.40722291407222916,unnamed
ENSG00000229431,MED8-AS1,MED8-AS1,chr1,lncRNA,1.0663074334619966,0.6346590471655911,0.5951933065917339,0.9886871188998674,0.39970188317762334,0.44582814445828145,antisense
ENSG00000236200,KDM4A-AS1,KDM4A-AS1,chr1,lncRNA,1.2164396900179002,0.7888457030981202,0.6484873106093013,1.0673917204110035,0.47357624384728314,0.5354919053549191,antisense
ENSG00000237950,LINC02918,LINC02918,chr1,lncRNA,0.7648006516547101,0.5737539351217043,0.7502006357870377,0.7592065296883579,0.39945230498418194,0.22166874221668742,LINC
ENSG00000230615,ENSG00000230615,ENSG00000230615,chr1,lncRNA,4.070444444310469,4.287243330842739,1.053261723504249,1.9829166906010707,0.9769681624331783,0.8206724782067247,unnamed
ENSG00000290041,ENSG00000290041,ENSG00000290041,chr1,lncRNA,1.1534660110084844,1.5073647187849286,1.3068132952327114,0.9306758822110479,0.647338159303909,0.39975093399750933,unnamed
ENSG00000291138,ENSG00000291138,ENSG00000291138,chr1,lncRNA,0.5511839626413523,0.7311132956101621,1.3264415243625065,0.5313326981619392,0.49473492706268557,0.149439601494396,unnamed
ENSG00000269956,MKNK1-AS1,MKNK1-AS1,chr1,lncRNA,4.95523993399197,4.403600315534577,0.8886754978960245,2.233267807023918,0.9896682948012561,0.8792029887920298,antisense
ENSG00000224805,LINC00853,LINC00853,chr1,lncRNA,0.744216709561694,0.5612840755385979,0.7541944010759526,0.7399810076231375,0.4107041235704404,0.25280199252801994,LINC
ENSG00000309388,ENSG00000309388,ENSG00000309388,chr1,lncRNA,1.18816482930624,0.9098608367473774,0.7657698783077411,1.0332661907113285,0.5068294921600427,0.4931506849315068,unnamed
ENSG00000237424,FOXD2-AS1,FOXD2-AS1,chr1,lncRNA,1.7975502243405748,1.2455514487852644,0.6929160765130725,1.3665857294124406,0.562899026764188,0.7073474470734745,antisense
ENSG00000272491,ENSG00000272491,ENSG00000272491,chr1,lncRNA,0.5129310158968016,0.6168118590923879,1.2025240041567042,0.5084283486959488,0.4752391196313421,0.1706102117061021,unnamed
ENSG00000266993,ENSG00000266993,ENSG00000266993,chr1,lncRNA,0.8104996975213887,0.650907982020978,0.8030946637136787,0.7858875311584267,0.4305697631592287,0.28393524283935245,unnamed
ENSG00000280378,ENSG00000280378,ENSG00000280378,chr1,TEC,1.3343982941895365,0.8025923234657149,0.60146384101396,1.1517776171745633,0.4410879027893998,0.6151930261519303,unnamed
ENSG00000198711,SSBP3-AS1,SSBP3-AS1,chr1,lncRNA,0.617258569396126,0.572554614959112,0.9275766159378741,0.6252226805272304,0.41960347091922495,0.17559153175591533,antisense
ENSG00000234807,JUN-DT,JUN-DT,chr1,lncRNA,0.9091887107498262,0.5761858499394881,0.6337362564305226,0.8764163738577742,0.3929161278487442,0.33748443337484435,named
ENSG00000232453,LINC02777,LINC02777,chr1,lncRNA,0.6684026646665515,0.46485018062241995,0.695464284024543,0.6884635201199425,0.37165842542516014,0.21419676214196762,LINC
ENSG00000226891,LINC01359,LINC01359,chr1,lncRNA,0.7871800619873602,0.8494135172105143,1.079058729035941,0.7232182568572068,0.5393959223970133,0.28268991282689915,LINC
ENSG00000232284,GNG12-AS1,GNG12-AS1,chr1,lncRNA,0.8374986443769111,0.7920203197221148,0.9456974349031554,0.7770339721552777,0.5112235721672591,0.2901618929016189,antisense
ENSG00000197568,ANKRD13C-DT,ANKRD13C-DT,chr1,lncRNA,1.991926076417104,1.694660136354367,0.8507645722488697,1.421649465887503,0.6404004286059708,0.7036114570361146,named
ENSG00000234184,LINC01781,LINC01781,chr1,lncRNA,0.5540491180066744,0.6322347786068395,1.1411168397514229,0.5551449388376368,0.4477323809001417,0.15317559153175592,LINC
ENSG00000284882,ENSG00000284882,ENSG00000284882,chr1,lncRNA,10.38703665989056,9.070926134791822,0.8732929739065151,3.0694593945209507,1.1465445168212407,0.9838107098381071,unnamed
ENSG00000285210,LINC02795,LINC02795,chr1,lncRNA,0.8249298997430693,0.8870928080240469,1.075355382682018,0.732488303828842,0.5951508841139428,0.30635118306351183,LINC
ENSG00000236915,CLCA4-AS1,CLCA4-AS1,chr1,lncRNA,0.69857907084517,0.5293610540606158,0.7577682701260615,0.7035905701762785,0.40732167146117965,0.23038605230386053,antisense
ENSG00000289582,ENSG00000289582,ENSG00000289582,chr1,lncRNA,3.671951718227904,6.117682809346015,1.6660575298355038,1.794795347940801,1.0180590213970309,0.7272727272727273,unnamed
ENSG00000231999,LRRC8C-DT,LRRC8C-DT,chr1,lncRNA,1.7993503045330062,1.1968805173121975,0.6651737098090132,1.3766452546500418,0.5440958241036766,0.7347447073474471,named
ENSG00000223745,CCDC18-AS1,CCDC18-AS1,chr1,lncRNA,10.16668596950228,5.857011711901702,0.5760984188428157,3.3075818467732745,0.7045160969928711,0.9987546699875467,antisense
ENSG00000224616,RTCA-AS1,RTCA-AS1,chr1,lncRNA,1.593730307464098,1.0493750905232109,0.6584395650936381,1.2869783065575937,0.4809156769192899,0.7173100871731009,antisense
ENSG00000233184,DPH5-DT,DPH5-DT,chr1,lncRNA,6.080718272482634,5.557435010564397,0.9139438404363716,2.454179328353538,1.0144560067006556,0.933997509339975,named
ENSG00000225938,S1PR1-DT,S1PR1-DT,chr1,lncRNA,0.7295356399269257,0.5665764425401515,0.7766261324764104,0.7269498172731668,0.41250974001316276,0.22789539227895392,named
ENSG00000230489,VAV3-AS1,VAV3-AS1,chr1,lncRNA,1.6351697245510173,1.2165209679751483,0.7439722921173697,1.2713948229395133,0.5856767537640181,0.6288916562889165,antisense
ENSG00000273382,TMEM167B-DT,TMEM167B-DT,chr1,lncRNA,1.1654717220234256,1.043216335527947,0.8951022284065152,0.9681303347657283,0.6330579750150077,0.42839352428393523,named
ENSG00000308734,ENSG00000308734,ENSG00000308734,chr1,lncRNA,0.9848224425280799,0.7777745834859094,0.7897612299424553,0.8935580309679694,0.5098817368298761,0.3835616438356164,unnamed
ENSG00000258634,ENSG00000258634,ENSG00000258634,chr1,lncRNA,3.182555835254671,1.5671379581097957,0.492414914060539,1.9666266746865553,0.5369128511899252,0.9452054794520548,unnamed
ENSG00000227963,RBM15-AS1,RBM15-AS1,chr1,lncRNA,1.9077514818486276,0.7047282649170012,0.3694025514445485,1.4990527773123439,0.34368967599118067,0.9277708592777086,antisense
ENSG00000224699,LAMTOR5-AS1,LAMTOR5-AS1,chr1,lncRNA,6.448395934355641,3.4533727041534483,0.5355398054506292,2.7656199818160703,0.612235278201888,0.9925280199252802,antisense
ENSG00000288803,ENSG00000288803,ENSG00000288803,chr1,lncRNA,0.844436513887857,1.513993770675845,1.792904197978472,0.7549676272468389,0.5269354145181981,0.28268991282689915,unnamed
ENSG00000232811,ENSG00000232811,ENSG00000232811,chr1,lncRNA,0.6946818694824465,0.5329331400312307,0.7671614352455719,0.7000893799052165,0.40743478616453305,0.22540473225404734,unnamed
ENSG00000231346,LINC01160,LINC01160,chr1,lncRNA,1.0020580438376745,0.6351512884716777,0.6338468039627525,0.9359844692603531,0.4269439961055968,0.40348692403486924,LINC
ENSG00000226419,SLC16A1-AS1,SLC16A1-AS1,chr1,lncRNA,1.5511558940120909,1.1773847858476347,0.7590370448210135,1.2308049637140817,0.5697623058986288,0.6276463262764632,antisense
ENSG00000226167,AP4B1-AS1,AP4B1-AS1,chr1,lncRNA,1.7723694166364297,1.4501694834793106,0.8182094939504293,1.3133035052543571,0.6500044427314333,0.6475716064757161,antisense
ENSG00000203865,ATP1A1-AS1,ATP1A1-AS1,chr1,lncRNA,9.423478993782501,7.548954792420821,0.801079388769427,3.0247998442606807,1.0207469921272074,0.9975093399750934,antisense
ENSG00000224950,ENSG00000224950,ENSG00000224950,chr1,lncRNA,4.787284189259761,3.9121646961914585,0.8171991763030013,2.243378129433632,0.9112477410071365,0.9227895392278954,unnamed
ENSG00000286276,ENSG00000286276,ENSG00000286276,chr1,lncRNA,1.0911675055523025,1.0564405795473755,0.9681745233172521,0.9170599500885165,0.6256343591965934,0.4122042341220423,unnamed
ENSG00000231365,WARS2-AS1,WARS2-AS1,chr1,lncRNA,2.4714794060248813,1.5813922732732721,0.6398565447958872,1.6692133143995902,0.5923391150005921,0.8779576587795765,antisense
ENSG00000290569,ENSG00000290569,ENSG00000290569,chr1,lncRNA,2.2074813683718224,0.9948247132999155,0.45066052540849794,1.613576098351498,0.44507623800096885,0.9140722291407223,unnamed
ENSG00000296642,ENSG00000296642,ENSG00000296642,chr1,lncRNA,2.401079858820273,1.9454438826359237,0.8102370587506333,1.581256041942795,0.7020745673115684,0.7820672478206725,unnamed
ENSG00000290999,ENSG00000290999,ENSG00000290999,chr1,lncRNA,0.8130050937021,0.8140116275210546,1.0012380412210842,0.7487467291547772,0.531334138545037,0.286425902864259,unnamed
ENSG00000226067,LINC00623,LINC00623,chr1,lncRNA,13.492896988598813,5.421050603660442,0.40177069522142683,3.7530779939738097,0.5658226215557272,1.0,LINC
ENSG00000291135,FCGR1BP,FCGR1BP,chr1,lncRNA,6.888305556760877,7.85603416611568,1.1404886298060597,2.3194975384173455,1.3964471045844422,0.7621419676214197,named
ENSG00000291123,H2BP1,H2BP1,chr1,lncRNA,1.1215592705953397,1.3626630827798714,1.2149719756286712,0.8691833111168172,0.7436909988984512,0.3723536737235367,named
ENSG00000227193,ENSG00000227193,ENSG00000227193,chr1,lncRNA,0.4438501748242909,0.5031134661356955,1.1335209371830606,0.4575746062045676,0.4388296948814523,0.14570361145703611,unnamed
ENSG00000291141,EMBP1,EMBP1,chr1,lncRNA,4.429571060042744,3.5240193111289537,0.7955667181677288,2.095136389889285,1.066812135986278,0.7745952677459527,named
ENSG00000307137,ENSG00000307137,ENSG00000307137,chr1,lncRNA,0.9375391183615693,1.2815070511366802,1.3668838196066149,0.7508612853892548,0.7087694682614509,0.3300124533001245,unnamed
ENSG00000290867,LINC01145,LINC01145,chr1,lncRNA,5.273840200515866,2.805844338270699,0.5320305947071059,2.5073594220657616,0.6540905747581794,0.9850560398505604,LINC
ENSG00000234222,LIX1L-AS1,LIX1L-AS1,chr1,lncRNA,1.0965002583247028,0.713688083759842,0.6508781720218255,0.9935347903620299,0.4537028178303803,0.44831880448318806,antisense
ENSG00000290578,ENSG00000290578,ENSG00000290578,chr1,lncRNA,0.8400161249250963,0.47736584341005994,0.5682817617966874,0.8365147311574185,0.34545115374058405,0.28144458281444584,unnamed
ENSG00000287978,ENSG00000287978,ENSG00000287978,chr1,lncRNA,5.1619768691219985,3.0622098909668223,0.5932242566378787,2.4473529749430103,0.7348533895290992,0.9613947696139477,unnamed
ENSG00000310005,ENSG00000310005,ENSG00000310005,chr1,lncRNA,0.325586814400058,0.6493673568548972,1.9944522570775876,0.30872305094010166,0.4711269661963004,0.10585305105853052,unnamed
ENSG00000274020,LINC01138,LINC01138,chr1,lncRNA,20.3701992648011,8.909919442882993,0.4373997194165391,4.2881207323790225,0.6351905034267683,1.0,LINC
